lectin_id,pdb,protein_name,uniprot,origin,species,species_id,fold,class,family,resolution,ligand,monosac,iupac,glycoct,glytoucan_id,timestamp_download
3312,5DUW,Galectin-4 (Gal-4) (Antigen NY-CO-27) (L-36 lactose-binding protein) (L36LBP) (Lactose-binding lectin 4),P56470,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-4,1.7,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
3313,5DUV,Galectin-4 (Gal-4) (Antigen NY-CO-27) (L-36 lactose-binding protein) (L36LBP) (Lactose-binding lectin 4),P56470,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-4,1.9,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
3314,5DUU,Galectin-4 (Gal-4) (Antigen NY-CO-27) (L-36 lactose-binding protein) (L36LBP) (Lactose-binding lectin 4),P56470,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-4,2.0,,,,,,2026-01-06T19:41:38Z
3315,4WVV,Galectin,Q1W2P6,Animal lectins,Gallus gallus,297,b-sandwich / ConA-like,galectin-like,galectin-8,1.21,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
3316,4WVW,Galectin,Q1W2P6,Animal lectins,Gallus gallus,297,b-sandwich / ConA-like,galectin-like,galectin-8,1.47,aNeuAc23bGal14Glc,"D-Galp, D-Glcp, D-Neup5Ac",NeuAc(a2-3)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
4s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+2)3d
3:3d(5+1)4n",G56516VH,2026-01-06T19:41:38Z
3317,4XZP,Galectin-4 (Gal-4) (Antigen NY-CO-27) (L-36 lactose-binding protein) (L36LBP) (Lactose-binding lectin 4),P56470,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-4,1.48,,,,,,2026-01-06T19:41:38Z
3318,5CBL,Galectin-4 (Gal-4) (Antigen NY-CO-27) (L-36 lactose-binding protein) (L36LBP) (Lactose-binding lectin 4),P56470,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-4,1.78,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
3319,5H9P,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,2.04,thiodigalactoside derivative,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3320,5H9Q,Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein),P47929,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-7,1.93,thiodigalactoside derivative,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3321,5H9R,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.58,"3-deoxy-3-(4-[m-fluorophenyl]-1H-1,2,3-triazol-1-yl)-thio-digalactoside",D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3322,5H9S,Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein),P47929,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-7,1.82,"3-deoxy-3-(4-[m-fluorophenyl]-1H-1,2,3-triazol-1-yl)-thio-digalactoside",D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3325,4U2A,Seed lectin (VML) [Cleaved into: Seed lectin alpha chain; Seed lectin gamma chain; Seed lectin beta chain],P81371,Plant lectins,Vatairea macrocarpa,1585,b-sandwich / ConA-like,L-type (legume lectin),VML,1.74,GalNAc,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
3326,4U36,Seed lectin (VML) [Cleaved into: Seed lectin alpha chain; Seed lectin gamma chain; Seed lectin beta chain],P81371,Plant lectins,Vatairea macrocarpa,1585,b-sandwich / ConA-like,L-type (legume lectin),VML,1.4,GalNAc-Ser,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
3327,4XXA,Seed lectin (VML) [Cleaved into: Seed lectin alpha chain; Seed lectin gamma chain; Seed lectin beta chain],P81371,Plant lectins,Vatairea macrocarpa,1585,b-sandwich / ConA-like,L-type (legume lectin),VML,1.9,,,,,,2026-01-06T19:41:38Z
3329,4XTM,Seed lectin (VML) [Cleaved into: Seed lectin alpha chain; Seed lectin gamma chain; Seed lectin beta chain],P81371,Plant lectins,Vatairea macrocarpa,1585,b-sandwich / ConA-like,L-type (legume lectin),VML,2.7,GalNAc,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
3330,4XTP,Seed lectin (VML) [Cleaved into: Seed lectin alpha chain; Seed lectin gamma chain; Seed lectin beta chain],P81371,Plant lectins,Vatairea macrocarpa,1585,b-sandwich / ConA-like,L-type (legume lectin),VML,1.97,GalNAc-Ser,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
3331,4WV8,Seed lectin (VML) [Cleaved into: Seed lectin alpha chain; Seed lectin gamma chain; Seed lectin beta chain],P81371,Plant lectins,Vatairea macrocarpa,1585,b-sandwich / ConA-like,L-type (legume lectin),VML,1.83,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
3332,5T50,Lectin (BfL),P86993,Plant lectins,Bauhinia forficata,1049,b-sandwich / ConA-like,L-type (legume lectin),BFL,1.43,,,,,,2026-01-06T19:41:38Z
3333,5T52,Lectin (BfL),P86993,Plant lectins,Bauhinia forficata,1049,b-sandwich / ConA-like,L-type (legume lectin),BFL,1.7,GalNAc,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
3334,5T54,Lectin (BfL),P86993,Plant lectins,Bauhinia forficata,1049,b-sandwich / ConA-like,L-type (legume lectin),BFL,1.65,aGalNAc13(aFuc12)Gal,"D-Galp, D-GalpNAc, L-Fucp",GalNAc(a1-3)[Fuc(a1-2)]Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-lgal-HEX-1:5|6:d
3b:a-dgal-HEX-1:5
4s:n-acetyl
LIN
1:1o(2+1)2d
2:1o(3+1)3d
3:3d(2+1)4n",G55958KV,2026-01-06T19:41:38Z
3335,5T55,Lectin (BfL),P86993,Plant lectins,Bauhinia forficata,1049,b-sandwich / ConA-like,L-type (legume lectin),BFL,1.43,bGalNAc13aGal14bGal14Flc,"D-Galp, D-GalpNAc, D-Glcp",GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(3+1)4d
4:4d(2+1)5n",G24499XE,2026-01-06T19:41:38Z
3336,5T5J,Lectin (BfL),P86993,Plant lectins,Bauhinia forficata,1049,b-sandwich / ConA-like,L-type (legume lectin),BFL,1.35,aGalNAc S(S)VG,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
3337,5T5L,Lectin (BfL),P86993,Plant lectins,Bauhinia forficata,1049,b-sandwich / ConA-like,L-type (legume lectin),BFL,1.17,aGalNAc S(S)VG,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
3338,5T5O,Lectin (BfL),P86993,Plant lectins,Bauhinia forficata,1049,b-sandwich / ConA-like,L-type (legume lectin),BFL,2.75,aGalNAc GV(T)SA,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
3339,5T5P,Lectin (BfL),P86993,Plant lectins,Bauhinia forficata,1049,b-sandwich / ConA-like,L-type (legume lectin),BFL,1.66,aGalNAc S(T)VG,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
3340,4G9M,Ricin-type beta-trefoil lectin domain-containing protein,L8WGI4,Fungal and yeast lectins,Rhizoctonia solani,1586,b-trefoil,Ricin-like,RSA,1.6,,,,,,2026-01-06T19:41:38Z
3341,4G9N,Ricin-type beta-trefoil lectin domain-containing protein,L8WGI4,Fungal and yeast lectins,Rhizoctonia solani,1586,b-trefoil,Ricin-like,RSA,2.2,GalNAc,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
3342,4R6N,Agglutinin alpha chain (Jacalin alpha chain),P18670,Plant lectins,Artocarpus integer,334,b-prism I,Jacalin-like,"jacalin AHL,MPA,artocarpin",1.67,bGal OMe,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3343,4R6O,Agglutinin alpha chain (Jacalin alpha chain),P18670,Plant lectins,Artocarpus integer,334,b-prism I,Jacalin-like,"jacalin AHL,MPA,artocarpin",1.6,aGal OR,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3344,4R6P,Agglutinin alpha chain (Jacalin alpha chain),P18670,Plant lectins,Artocarpus integer,334,b-prism I,Jacalin-like,"jacalin AHL,MPA,artocarpin",1.7,bGal OR,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3345,4R6Q,Agglutinin alpha chain (Jacalin alpha chain),P18670,Plant lectins,Artocarpus integer,334,b-prism I,Jacalin-like,"jacalin AHL,MPA,artocarpin",1.6,aGal OR,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3346,4R6R,Agglutinin alpha chain (Jacalin alpha chain),P18670,Plant lectins,Artocarpus integer,334,b-prism I,Jacalin-like,"jacalin AHL,MPA,artocarpin",1.38,bGal OR,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3347,5J51,Agglutinin alpha chain (Jacalin alpha chain),P18670,Plant lectins,Artocarpus integer,334,b-prism I,Jacalin-like,"jacalin AHL,MPA,artocarpin",1.67,aGal14Gal,D-Galp,Gal(a1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G62763GO,2026-01-06T19:41:38Z
3348,5JM1,Agglutinin alpha chain (Jacalin alpha chain),P18670,Plant lectins,Artocarpus integer,334,b-prism I,Jacalin-like,"jacalin AHL,MPA,artocarpin",1.95,aGal13Gal14Gal,D-Galp,Gal(a1-3)Gal(b1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d",G63363XX,2026-01-06T19:41:38Z
3349,5H47,Fucose-specific lectin (Aspergillus oryzea lectin) (AOL),Q2UNX8,Fungal and yeast lectins,Aspergillus oryzae,1020,b-propeller,AAL-like (PropLec6A),"AOL, AFL / FleA",2.3,aFuc,L-Fucp,Fuc,"RES
1b:x-lgal-HEX-1:5|6:d",G82576YO,2026-01-06T19:41:38Z
3350,4RHR,Putative pertussis-like toxin subunit (Subtilase cytotoxin subunit B),Q8Z6A3,Bacterial lectins,Salmonella enterica,1054,a/b OB-fold,Thyphoid toxin like AB5,PltB,2.08,,,,,,2026-01-06T19:41:38Z
3351,4RHS,Putative pertussis-like toxin subunit (Subtilase cytotoxin subunit B),Q8Z6A3,Bacterial lectins,Salmonella enterica,1054,a/b OB-fold,Thyphoid toxin like AB5,PltB,1.92,aNeuAc28aNeuAc23Gal,"D-Galp, D-Neup5Ac",NeuAc(a2-8)NeuAc(a2-3)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
3s:n-acetyl
4b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
5s:n-acetyl
LIN
1:1o(3+2)2d
2:2d(5+1)3n
3:2o(8+2)4d
4:4d(5+1)5n",G82775QT,2026-01-06T19:41:38Z
3353,4L8Q,Lectin ConGF,A0A067XG71,Plant lectins,Canavalia grandiflora,1055,b-sandwich / ConA-like,L-type (legume lectin),ConA and related,2.3,XMan,D-Manp,Man,"RES
1b:x-dman-HEX-1:5",G70323CJ,2026-01-06T19:41:38Z
3354,5AVA,Erythroagglutinating phytohemagglutinin (PHA-E),P05088,Plant lectins,Phaseolus vulgaris,186,b-sandwich / ConA-like,L-type (legume lectin),"PHA-E,  PHA-L",3.0,bGlcNAc12aMan13(bGlcNAc14)(bGal14bGlcNAc12aMan16)bMan14GlcNAc,"D-Galp, D-GlcpNAc, D-Manp",GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:a-dman-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:5d(2+1)6n
6:3o(4+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9o(2+1)10d
10:10d(2+1)11n
11:10o(4+1)12d",G43923BC,2026-01-06T19:41:38Z
3355,5EYX,Mannose/glucose-specific lectin (CTL),C0HJX1,Plant lectins,Centrolobium tomentosum,1057,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,2.25,aMan13aManOMe,D-Manp,Man(a1-3)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d",G07490EK,2026-01-06T19:41:38Z
3356,5EYY,Mannose/glucose-specific lectin (CTL),C0HJX1,Plant lectins,Centrolobium tomentosum,1057,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,1.9,aMan13aManOMe,D-Manp,Man(a1-3)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d",G07490EK,2026-01-06T19:41:38Z
3357,3USU,Lectin Alpha chain,H2L2M6,Plant lectins,Butea (Erythrina) monosperma,1059,b-sandwich / ConA-like,L-type (legume lectin),"Butea (Erythrina) monosperma, Spatholobus parviflorus",2.46,,,,,,2026-01-06T19:41:38Z
3358,4Z3J,"PapG, lectin domain",A0A182DW20,Bacterial lectins,Escherichia coli,131,b-sandwich / pili and adhesins,bacterial adhesin (PapG),PapG,2.5,,,,,,2026-01-06T19:41:38Z
3359,4Z3I,"PapG, lectin domain",A0A182DW20,Bacterial lectins,Escherichia coli,131,b-sandwich / pili and adhesins,bacterial adhesin (PapG),PapG,1.74,,,,,,2026-01-06T19:41:38Z
3360,4Z3G,"PapG, lectin domain",A0A182DW20,Bacterial lectins,Escherichia coli,131,b-sandwich / pili and adhesins,bacterial adhesin (PapG),PapG,1.45,aGal14bGalOPhOMe,D-Galp,Gal(a1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G62763GO,2026-01-06T19:41:38Z
3361,4Z3H,"PapG, lectin domain",A0A182DW20,Bacterial lectins,Escherichia coli,131,b-sandwich / pili and adhesins,bacterial adhesin (PapG),PapG,1.5,aGal14bGalOPhOMe,D-Galp,Gal(a1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G62763GO,2026-01-06T19:41:38Z
3362,4Z3E,"PapG, lectin domain",A0A182DW20,Bacterial lectins,Escherichia coli,131,b-sandwich / pili and adhesins,bacterial adhesin (PapG),PapG,1.8,aNeuAc23bGal13bGalNAc13aGal14bGalb14Glc,"D-Galp, D-GalpNAc, D-Glcp, D-Neup5Ac",NeuAc(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
8s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(3+1)6d
6:6o(3+2)7d
7:7d(5+1)8n",G42784QY,2026-01-06T19:41:38Z
3363,4Z3F,"PapG, lectin domain",A0A182DW20,Bacterial lectins,Escherichia coli,131,b-sandwich / pili and adhesins,bacterial adhesin (PapG),PapG,1.8,aNeuAc23bGal13bGalNAc13aGal14bGalb14Glc,"D-Galp, D-GalpNAc, D-Glcp, D-Neup5Ac",NeuAc(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
8s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(3+1)6d
6:6o(3+2)7d
7:7d(5+1)8n",G42784QY,2026-01-06T19:41:38Z
3364,5X4A,Galactose-binding lectin,A4CYJ6,Animal lectins,Sinularia lochmodes,1587,b-sandwich / Galactose-binding domain-like,H-type lectin,SLL-2,3.4,aGalNAc13bGalNAc13aGal14Gal,"D-Galp, D-GalpNAc",GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4s:n-acetyl
5b:a-dgal-HEX-1:5
6s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n
4:3o(3+1)5d
5:5d(2+1)6n",G10674CI,2026-01-06T19:41:38Z
3365,5MB4,GlcNAc specific lectin,A0A1U7Q1Z0,Fungal and yeast lectins,Psathyrella asperospora,1061,b-propeller,PVL-like (PropLec7B),"PVL, PAL",2.0,GlcNAc,D-GlcpNAc,GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G64581RP,2026-01-06T19:41:38Z
3374,4AK8,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Q9UJ71,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,langerin,1.4,,,,,,2026-01-06T19:41:38Z
3392,4F8L,pH 6 antigen (Adhesin) (Antigen 4),P31522,Bacterial lectins,Yersinia pestis,1138,b-sandwich / pili and adhesins,bacterial adhesin (PsaA),PsaA,1.5,Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3393,4P6A,Actinohivin,Q9KWN0,Bacterial lectins,actinomycete K97-0003,1139,b-trefoil,Ricin-like,actinohivin,1.4,aMan12aMan12Man,D-Manp,Man(a1-2)Man(a1-2)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
LIN
1:1o(2+1)2d
2:2o(2+1)3d",G09342SH,2026-01-06T19:41:38Z
3394,5MH0,Natterin-3,K1QRB6,Animal lectins,Crassostrea gigas,1044,b-prism I,Oyster lectin,CgDM9CP-1,1.24,,,,,,2026-01-06T19:41:38Z
3395,5MH1,Natterin-3,K1QRB6,Animal lectins,Crassostrea gigas,1044,b-prism I,Oyster lectin,CgDM9CP-1,1.1,Man,D-Manp,Man,"RES
1b:x-dman-HEX-1:5",G70323CJ,2026-01-06T19:41:38Z
3396,5MH2,Natterin-3,K1QRB6,Animal lectins,Crassostrea gigas,1044,b-prism I,Oyster lectin,CgDM9CP-1,1.3,,,,,,2026-01-06T19:41:38Z
3397,5MH3,Natterin-3,K1QRB6,Animal lectins,Crassostrea gigas,1044,b-prism I,Oyster lectin,CgDM9CP-1,1.6,,,,,,2026-01-06T19:41:38Z
3413,4F8N,pH 6 antigen (Adhesin) (Antigen 4),P31522,Bacterial lectins,Yersinia pestis,1138,b-sandwich / pili and adhesins,bacterial adhesin (PsaA),PsaA,2.5, Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3414,4F8O,pH 6 antigen (Adhesin) (Antigen 4),P31522,Bacterial lectins,Yersinia pestis,1138,b-sandwich / pili and adhesins,bacterial adhesin (PsaA),PsaA,1.9,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
3415,4F8P,pH 6 antigen (Adhesin) (Antigen 4),P31522,Bacterial lectins,Yersinia pestis,1138,b-sandwich / pili and adhesins,bacterial adhesin (PsaA),PsaA,2.05,Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3416,3M7H,Lectin-like bacteriocin (Putidacin L1),Q8GEJ9,Bacterial lectins,Pseudomonas putida,1144,b-prism II,Monocot-lectin like,LlpA,2.2,,,,,,2026-01-06T19:41:38Z
3417,3M7J,Lectin-like bacteriocin (Putidacin L1),Q8GEJ9,Bacterial lectins,Pseudomonas putida,1144,b-prism II,Monocot-lectin like,LlpA,2.26,Man,D-Manp,Man,"RES
1b:x-dman-HEX-1:5",G70323CJ,2026-01-06T19:41:38Z
3418,4GC1,Lectin-like bacteriocin (Putidacin L1),Q8GEJ9,Bacterial lectins,Pseudomonas putida,1144,b-prism II,Monocot-lectin like,LlpA,2.08,Man12Man,D-Manp,Man(a1-2)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
LIN
1:1o(2+1)2d",G29313LW,2026-01-06T19:41:38Z
3419,4GC2,Lectin-like bacteriocin (Putidacin L1),Q8GEJ9,Bacterial lectins,Pseudomonas putida,1144,b-prism II,Monocot-lectin like,LlpA,2.12,bGlcNAc12aMan13(bGlcNAc12aMan16)Man,"D-GlcpNAc, D-Manp",GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:a-dman-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
LIN
1:1o(3+1)2d
2:2o(2+1)3d
3:3d(2+1)4n
4:1o(6+1)5d
5:5o(2+1)6d
6:6d(2+1)7n",G63059VZ,2026-01-06T19:41:38Z
3422,4NDS,Alpha-galactosyl-binding lectin,A7UNK4,Fungal and yeast lectins,Lyophyllum decastes,1147,small protein / Knottin,Lyophyllum ginkbilobin-like,LDL,1.0,,,,,,2026-01-06T19:41:38Z
3423,4NDT,Alpha-galactosyl-binding lectin,A7UNK4,Fungal and yeast lectins,Lyophyllum decastes,1147,small protein / Knottin,Lyophyllum ginkbilobin-like,LDL,1.03,,,,,,2026-01-06T19:41:38Z
3424,4NDU,Alpha-galactosyl-binding lectin,A7UNK4,Fungal and yeast lectins,Lyophyllum decastes,1147,small protein / Knottin,Lyophyllum ginkbilobin-like,LDL,1.3,Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3425,4NDV,Alpha-galactosyl-binding lectin,A7UNK4,Fungal and yeast lectins,Lyophyllum decastes,1147,small protein / Knottin,Lyophyllum ginkbilobin-like,LDL,1.3,aGal14bGal14Glc,"D-Galp, D-Glcp",Gal(a1-4)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d",G06000DZ,2026-01-06T19:41:38Z
3426,5LN8,Fimbrial protein MyfA (C-AG) (Myf antigen),P33406,Bacterial lectins,Yersinia enterocolitica,1148,b-sandwich / pili and adhesins,bacterial adhesin (PsaA),MyfA,1.65,Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
3427,5ID8,Natterin-3,K1QRB6,Animal lectins,Crassostrea gigas,1044,b-prism I,Oyster lectin,CgDM9CP-1,1.1,,,,,,2026-01-06T19:41:38Z
3428,4E52,Pulmonary surfactant-associated protein D (PSP-D) (SP-D) (Collectin-7) (Lung surfactant protein D),P35247,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,SP-D,1.7,aHep1-5anyhdroKdof,LD-manHepp,LDmanHep,"RES
1b:x-lgro-dman-HEP-1:5",G79085KK,2026-01-06T19:41:38Z
3429,4MTH,Regenerating islet-derived protein 3-alpha (REG-3-alpha) (Hepatointestinal pancreatic protein) (HIP/PAP) (Human proislet peptide) (Pancreatitis-associated protein 1) (Regenerating islet-derived protein III-alpha) (Reg III-alpha) [Cleaved into: Regenerating islet-derived protein 3-alpha 16.5 kDa form; Regenerating islet-derived protein 3-alpha 15 kDa form],Q06141,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,RegIIIa,1.47,,,,,,2026-01-06T19:41:38Z
